"","Messy text","text"
"479","※@phdslyk: Commuters on a train circa 1955. From http://paleofuture.gizmodo.com/commuters-reading-their-newspapers-on-a-train-in-philad-1472729259<U+00A0>＃ #siteconf pic.twitter.com/5XbC2yuKBa§ #LSU buses should look like this.","※@phdslyk: Commuters on a train circa 1955. From"
"480","RT @Teacheram: Is Flipped Learning Really that Effective?
http://gettingsmart.com/2014/03/flipped-learning-really-effective-might-surprised/<U+00A0>＃ Approach of @AmandaFoxSTEM is 'the 1 to watch' #siteconf","RT @Teacheram: Is Flipped Learning Really that Effective?"
"481","SITE 2014 Conference Participation http://padlet.com/wall/SITE2014<U+00A0> #siteconf Check out my virtual wall of activities!","SITE 2014 Conference Participation"
"482","Hoe benutten docenten het didactisch potentieel van mobiele technologie? http://www.leervlak.nl/index.php/icto/hoe-benutten-docenten-het-didactisch-potentieel-van-mobiele-technologie.html#more<U+00A0>＃ #leervlak #siteconf #yam","Hoe benutten docenten het didactisch potentieel van mobiele technologie?"
"483","#siteconf cotumetocas pic.twitter.com/fKCUIyNgj1","cotumetocas"
"484","Fascinating account of the state of boys: Prof Ali Carr-Chellman #siteconf her prezi is well worth a look http://tinyurl.com/n3xrvmz<U+00A0> #ozparents","Fascinating account of the state of boys: Prof Ali Carr-Chellman  her prezi is well worth a look"
"485","Jeanne Ingle #siteconf shared this terrific prezi about 'ipads & the inclusive classroom' http://tinyurl.com/kr84vld<U+00A0> #101582HSIE @PrimaryHSIE","Jeanne Ingle  shared this terrific prezi about 'ipads & the inclusive classroom'"
"486","Just updated my site with the #siteconf posters I used. http://www.fredwbaker.com/researchupdate/<U+00A0>","Just updated my site with the  posters I used."
"487","Anyone else out after #siteconf? Great networking! Need to order more before #SCMS14 #vistaprint pic.twitter.com/gBEN1SdOdr","Anyone else out after ? Great networking! Need to order more before #SCMS14 #vistaprint"
"488","And so @AmandaFoxSTEM using @aurasma with PBL #101582HSIE inspiration for prac next week - go well! TY #siteconf pic.twitter.com/XXyV4tQt7D","And so @AmandaFoxSTEM using @aurasma with PBL #101582HSIE inspiration for prac next week - go well! TY"
"489","SITE Conference 2014 March 19/20 http://sfy.co/ieb6<U+00A0> #storify #siteconf #sd36learn","SITE Conference 2014 March 19/20"
"490","New @siteconf president David A. Slykhuis addressing the closing reception crowd at #siteconf Next up: Vegas 2015! pic.twitter.com/nb31TROPPW","New @siteconf president David A. Slykhuis addressing the closing reception crowd at  Next up: Vegas 2015!"
"491","Grateful for great #teachers and scholars guiding our #stem research today #siteconf pic.twitter.com/6hZ4iL60bx","Grateful for great #teachers and scholars guiding our #stem research today"
"492","Be sure to look for more photos from #siteconf on our Facebook page! Send us your photos! conf@aace.org https://www.facebook.com/SITEorg<U+00A0>","Be sure to look for more photos from  on our Facebook page! Send us your photos! conf@"
"493","Best seat in the house on another beautiful day in JAX! #siteconf pic.twitter.com/tp08GNxFcS","Best seat in the house on another beautiful day in JAX!"
"494","One of my favorite things about #siteconf is the public posting of the twitter feed. pic.twitter.com/0gdxhFHj9b","One of my favorite things about  is the public posting of the twitter feed."
"495","HT to u @jeroenbottema: 2014-03-19 SITE TPACK Symposium | @scoopit http://sco.lt/9Jaew5<U+00A0> #siteconf @PrimaryHSIE @HumJacqui #tpack","HT to u @jeroenbottema: 2014-03-19 SITE TPACK Symposium | @scoopit"
"496","MLK Jr speech analyzed - https://www.youtube.com/watch?v=l39CL0t-jyM<U+00A0>＃ - Barack Obama inaugural speech visualized 3D http://thecreatorsproject.vice.com/blog/3d-print-obama<U+00A0>＃ #sd36learn #siteconf","MLK Jr speech analyzed -"
"497","MT like the idea of a 'shifted classroom' @MrsMartel2 :Flipped class resource http://danielvspencer.org/flipclass/flipresources/index.html<U+00A0>＃ @mrsdoyle2 #siteconf #101582HSIE","MT like the idea of a 'shifted classroom' @MrsMartel2 :Flipped class resource"
"498","Another way to take away the ads around your YouTube video http://viewpure.com/<U+00A0> - put the URL in that website. #siteconf #ocsb","Another way to take away the ads around your YouTube video"
"499","The Smithsonian has 3D patterns available of its artifacts available http://3d.si.edu/browser<U+00A0> so you can print your own fossils #siteconf","The Smithsonian has 3D patterns available of its artifacts available"
"500","Photo of me presenting at #siteconf yesterday. Photo taken by @Sailorguy077 @UMN_CI @LTMediaLab pic.twitter.com/1RJTWdHCPd","Photo of me presenting at  yesterday. Photo taken by @Sailorguy077 @UMN_CI @LTMediaLab"
"501","Thank you #siteconf participants for the excellent questions and your interest in our Ready to Learn RCT! http://cct.edc.org/rtl<U+00A0> #site2014","Thank you  participants for the excellent questions and your interest in our Ready to Learn RCT!"
"502","Sesame Street: Song: There's An App For That #siteconf http://youtu.be/EhkxDIr0y2U<U+00A0>","Sesame Street: Song: There's An App For That"
"503","http://Linkstolearning.com<U+00A0> Link worth checking out. #siteconf","Link worth checking out."
"504","The Monster Project - http://www.smithclass.org/proj/Monsters/<U+00A0> Thanks! @smithtk #siteconf #ocsb","The Monster Project -"
"505","http://Smithclass.org/proj/Monsters<U+00A0> Check out the Monster project! @smithtk #siteconf Global kids K-6 working together.",""
"506","@apsITerin presenting her dissertation work on technology experts in the classroom and how they plan #siteconf pic.twitter.com/Q4OCGTZt1X","@apsITerin presenting her dissertation work on technology experts in the classroom and how they plan"
"507","#siteconf great tech use in keynote but consider tech addiction? http://mobile.nytimes.com/2014/01/20/opinion/chinas-web-junkies.html?referrer=<U+00A0>＃ Come discuss 11:30","great tech use in keynote but consider tech addiction?"
"508","""A [dutch] National ICT Competency Framework for Student Teachers""  http://www.slideshare.net/jeroenbottema/140320-slides-site2014scholsbottema<U+00A0>＃ #siteconf","""A [dutch] National ICT Competency Framework for Student Teachers"""
"509","Global partnerships in China - teacher education. Working with ICT national plan central Govt #site2014 #siteconf pic.twitter.com/PwnUy2e3NX","Global partnerships in China - teacher education. Working with ICT national plan central Govt #site2014"
"510","67,000 one room school houses in China. How do we improve student achievement? ICT #site2014 #siteconf #indt501 pic.twitter.com/kSzPUacZAo","67,000 one room school houses in China. How do we improve student achievement? ICT #site2014  #indt501"
"511","Fueling up with a good breakfast before our Mathematics in PreK #siteconf presentation on the Ready to Learn project. http://cct.edc.org/rtl<U+00A0>","Fueling up with a good breakfast before our Mathematics in PreK  presentation on the Ready to Learn project."
"512","RT from @leannaarch @ashley: A reminder on the differences between schooling & education http://steve-wheeler.blogspot.sg/2014/03/education-schooling-and-digital-age.html<U+00A0>＃ #101582HSIE #siteconf","RT from @leannaarch @ashley: A reminder on the differences between schooling & education"
"513","STEM e-Posters round table discussion on April 15th! #siteconf- Look at the great e-Posters submitted from all over-https://www.facebook.com/media/set/?set=a.664509230257523.1073741826.443590485682733&type=1<U+00A0>＃","STEM e-Posters round table discussion on April 15th! - Look at the great e-Posters submitted from all over-"
"514","I have the ribbon, it must be official. #siteconf pic.twitter.com/L9E1YL6CrR","I have the ribbon, it must be official."
"515","Last day of #siteconf. Hope people are still around for the final sessions, and ours about ICT competency framework http://4sq.com/1phAm3v<U+00A0>","Last day of . Hope people are still around for the final sessions, and ours about ICT competency framework"
"516","@UMN_CEHD grad student Pat O'Leary of C&I Learning Technologies presenting at @aace @siteconf #siteconf pic.twitter.com/GRxhO2qq1G","@UMN_CEHD grad student Pat O'Leary of C&I Learning Technologies presenting at @aace @siteconf"
"517","Bridge in #JAX I saw at #siteconf pic.twitter.com/hnVujpj0ZI","Bridge in #JAX I saw at"
"518","SITE 2014 每 Any Time, Any Place, Any Pace? Exploring Virtual Students Perceptions of Mobile Learning http://wp.me/pba4d-9oy<U+00A0> #siteconf","SITE 2014 每 Any Time, Any Place, Any Pace? Exploring Virtual Students Perceptions of Mobile Learning"
"519","Great video by @AmandaFoxSTEM:  http://youtu.be/1OO8gzB7Q3A<U+00A0> #siteconf thank you for posting. I wish I had a teacher like you.","Great video by @AmandaFoxSTEM:"
"520","#siteconf Meant to say: check out Diane Mitsche's VideoScribe - learned & created last night. Way cool. https://www.youtube.com/watch?v=zCL1DEi8dPw&feature=youtu.be<U+00A0>＃","Meant to say: check out Diane Mitsche's VideoScribe - learned & created last night. Way cool."
"521","Caught tail end of interesting STEM workforce development model. #siteconf making learning object. relevant 2 WF. pic.twitter.com/MOGNtXVs29","Caught tail end of interesting STEM workforce development model.  making learning object. relevant 2 WF."
"522","""RT @BGruetzmacher: This @plugusin graphic should be posted in every classroom and College Of Ed. pic.twitter.com/WBtNshJuA1"" #siteconf agrees.","""RT @BGruetzmacher: This @plugusin graphic should be posted in every classroom and College Of Ed."
"523","http://EJGonzalez08.wix.com/digitalstorytelling#digitalstorytelling<U+00A0>＃ #siteconf Resources from session with Eduardo Gonzalez",""
"524","@punyamishra introducing the #creativity in methods courses symposium in Grand Ballroom 4 at #siteconf #msuepet pic.twitter.com/MB7dRAvo5i","@punyamishra introducing the #creativity in methods courses symposium in Grand Ballroom 4 at  #msuepet"
"525","Grand Ballroom 4, #Hyatt, #jax . Setting up for a presentation on #creativity in methods courses. #siteconf #msuepet pic.twitter.com/OzuEwNowbi","Grand Ballroom 4, #Hyatt, #jax . Setting up for a presentation on #creativity in methods courses.  #msuepet"
"526","Handbook of Games and Sims in Ed. Check it out! https://itunes.apple.com/us/app/handbook-games-simulations/id829783539?mt=8<U+00A0>＃ #siteconf","Handbook of Games and Sims in Ed. Check it out!"
"527","#siteconf Handbook of Games and Simulations in Teacher Education : https://itunes.apple.com/us/app/handbook-games-simulations/id829783539?mt=8<U+00A0>＃","Handbook of Games and Simulations in Teacher Education :"
"528","SITE 2014 每 Multiple Teacher Roles in the K-12 Online Learning Environment: Cautions for Teacher<U+00A0>Education http://wp.me/pba4d-9ov<U+00A0> #siteconf","SITE 2014 每 Multiple Teacher Roles in the K-12 Online Learning Environment: Cautions for Teacher<U+00A0>Education"
"529","Dynamic presentation given by @drmgeorge at the #siteconf with #microsofttei pic.twitter.com/WHCRmYh32L","Dynamic presentation given by @drmgeorge at the  with #microsofttei"
"530","If you didn't attend my session you can watch this video and still provide feedback! http://youtu.be/1OO8gzB7Q3A<U+00A0> #siteconf","If you didn't attend my session you can watch this video and still provide feedback!"
"531","If you attended my session please complete video feedback! DL the #flipgrid app and click on this link http://flipgrid.com/#53fa2883<U+00A0>! #siteconf","If you attended my session please complete video feedback! DL the #flipgrid app and click on this link"
"532","@DLTncsu #siteconf Great example by a colleague of mine Diane Mitsche http://Youtu.be/zCL1DEi8dPw<U+00A0> She did it last night! http://www.sparkol.com<U+00A0>","@DLTncsu  Great example by a colleague of mine Diane Mitsche"
"533","Prepping with @lucysantosgreen for Guided Inquiry in elementary science pres Grand Ballroom 2 3pm #siteconf pic.twitter.com/ubzaNbntix","Prepping with @lucysantosgreen for Guided Inquiry in elementary science pres Grand Ballroom 2 3pm"
"534","#siteconf Faculty Dev for Tech Integration deck posted to http://pil-tei.com<U+00A0> @phdslyk @opensocialed @markhofer #microsofttei","Faculty Dev for Tech Integration deck posted to <U+00A0> @phdslyk @opensocialed @markhofer #microsofttei"
"535","#siteconf 3D Printing As A Tool For Teaching And Learning In STEAM Education http://academicexperts.org/conf/site/2014/papers/40955/<U+00A0>＃ via @@siteconf","3D Printing As A Tool For Teaching And Learning In STEAM Education"
"536","CCT researchers at #site2014 #siteconf to present our Ready To Learn project http://cct.edc.org/rtl<U+00A0> on PreK math. #ece #PreK","CCT researchers at #site2014  to present our Ready To Learn project"
"537","@ProfEmert @site Thanks!  Enjoyed meeting you.  Please also check out:  http://media.mivu.org/institute/pdf/Mooc_Findings.pdf<U+00A0>＃ #siteconf","@ProfEmert @site Thanks!  Enjoyed meeting you.  Please also check out:"
"538","""Towards new systems for schooling in the digital age"" #siteconf pic.twitter.com/xTT3tnu7UP","""Towards new systems for schooling in the digital age"""
"539","Our #KSU neighbors and their #MOOC ""open source learning to help drive enrollment"" #brilliant #siteconf @LokeyVega pic.twitter.com/GwIZQq48sX","Our #KSU neighbors and their #MOOC ""open source learning to help drive enrollment"" #brilliant  @LokeyVega"
"540","Dr. John Bell presenting at #siteconf 2014. @MSU_EPET #msuepet #synchromodal #linkedclassrooms pic.twitter.com/1RwwFVwG7b","Dr. John Bell presenting at  2014. @MSU_EPET #msuepet #synchromodal #linkedclassrooms"
"541","Gr8 story #ozteacher pictured with SITE pres, Jim Ptaszynski @ Ms, John Lee @ NCSU #siteconf - very proud #101582HSIE pic.twitter.com/wt3XJ0gwOw","Gr8 story #ozteacher pictured with SITE pres, Jim Ptaszynski @ Ms, John Lee @ NCSU  - very proud #101582HSIE"
"542","Google Glass in class at #siteconf pic.twitter.com/FL0yJN6ghT","Google Glass in class at"
"543","SITE 2014 每 Supporting Virtual Schooling: A Framework For Reflection http://wp.me/pba4d-9ow<U+00A0> #siteconf","SITE 2014 每 Supporting Virtual Schooling: A Framework For Reflection"
"544","SITE 2014 - Applying The ESPRI To K-12 Blended Learning http://wp.me/pba4d-9o9<U+00A0> #siteconf","SITE 2014 - Applying The ESPRI To K-12 Blended Learning"
"545","Digital text resource - http://www.ck12.org/student/<U+00A0> Great information from Dr. Cavanaugh #siteconf","Digital text resource -"
"546","What is computational thinking? #edusummit #siteconf #flipagram http://fgr.am/f/070FlYtdPP<U+00A0>","What is computational thinking? #edusummit  #flipagram"
"547","Applying the ESPRI to K-12 Blended Learning by Jason Siko. #siteconf #GVSU great Higher Ed faculty member! pic.twitter.com/acs6DI8sDa","Applying the ESPRI to K-12 Blended Learning by Jason Siko.  #GVSU great Higher Ed faculty member!"
"548","SITE 2014 每 iPads For Teachers? The Challenges Of Integrating Technology In The Classroom http://wp.me/pba4d-9os<U+00A0> #siteconf","SITE 2014 每 iPads For Teachers? The Challenges Of Integrating Technology In The Classroom"
"549","Exciting - #101582HSIE awarded 1of3 TEI @siteconf #siteconf @UWSNews @UWS @UWS_BL @PrimaryHSIE @HumJacqui @KatinaPZ pic.twitter.com/vju54OyUHS","Exciting - #101582HSIE awarded 1of3 TEI @siteconf  @UWSNews @UWS @UWS_BL @PrimaryHSIE @HumJacqui @KatinaPZ"
"550","Join our Padlet wall at http://bit.ly/1dfFBB3<U+00A0> #siteconf","Join our Padlet wall at"
"551","RT @AmandaFoxSTEM: http://Tinyurl.com/site2014<U+00A0>. Resources!!!! #siteconf Video integration online courses","RT @AmandaFoxSTEM:"
"552","Day 3 of #siteconf. Symposia-day for me. Plus some preparations for session tonorrow! (@ Hyatt Regency Jacksonville) http://4sq.com/1l6S4cB<U+00A0>","Day 3 of . Symposia-day for me. Plus some preparations for session tonorrow! (@ Hyatt Regency Jacksonville)"
"553","#siteconf - Boys Culture & School by PSU Prof Ali Carr-Chellman.  Prior  TED talk: http://www.ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning<U+00A0>＃","- Boys Culture & School by PSU Prof Ali Carr-Chellman.  Prior  TED talk:"
"554","""Research shows that v.games do not lead to more v.behavior-but more impetuous & less impulse control""AACC #siteconf https://www.google.com/search?q=misreading+masculinity&ie=UTF-8&oe=UTF-8&hl=en&client=safari<U+00A0>＃","""Research shows that s do not lead to more vior-but more impetuous & less impulse control""AACC"
"555","More women are earning Masters degrees. The equilibrium was 1983 #siteconf #sd36learn pic.twitter.com/xoiQgsDvPs","More women are earning Masters degrees. The equilibrium was 1983  #sd36learn"
"556","I'm excited to be presenting again at #siteconf! Come by City Terr 6 after the keynote. Let's discuss online testing. pic.twitter.com/KEvTa8mNIT","I'm excited to be presenting again at ! Come by City Terr 6 after the keynote. Let's discuss online testing."
"557","Raising key issues 4 all educators in this keynote with AACC-love the feisty 'take no prisoners attitude'. #siteconf http://www.ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning<U+00A0>＃","Raising key issues 4 all educators in this keynote with AACC-love the feisty 'take no prisoners attitude'."
"558","Awesome keynote at #siteconf - Boys Culture and School by Ali Carr-Chellman.

http://prezi.com/embed/c3bogrzp1duf/?bgcolor=ffffff&amp;lock_to_path=0&amp;autoplay=0&amp;autohide_ctrls=0&amp;features=undefined&amp;disabled_features=undefined<U+00A0>＃","Awesome keynote at  - Boys Culture and School by Ali Carr-Chellman."
"559","Today's #siteconf speaker Ali Carr-Chellman: Using gaming to re-engage boys in education https://www.ted.com/speakers/ali_carr_chellman<U+00A0>＃ pic.twitter.com/I7q28iihiL","Today's  speaker Ali Carr-Chellman: Using gaming to re-engage boys in education"
"560","Ali's TED talk on boys and gaming http://goo.gl/YvleZa<U+00A0> #siteconf #gaming","Ali's TED talk on boys and gaming"
"561","Thank you to our amazing #siteconf 2014 Program Chair, Marilyn Ochoa, Oswego! pic.twitter.com/g16qkhNYNS","Thank you to our amazing  2014 Program Chair, Marilyn Ochoa, Oswego!"
"562","Outstanding Paper Award! #siteconf @apsITerin for ""Teacher Planning Problem Space"" pic.twitter.com/jJME7FWECw","Outstanding Paper Award!  @apsITerin for ""Teacher Planning Problem Space"""
"563","Advantages of tablets for education... #siteconf pic.twitter.com/3GlhgR9JYs","Advantages of tablets for education..."
"564","※@MrsMartel2: MT @pmcash: Which 1-to-1 Device Is Best in the Classroom? #bit14 #ecoo14 #siteconf #ocsb http://zite.to/1gznosO<U+00A0>§","※@MrsMartel2: MT @pmcash: Which 1-to-1 Device Is Best in the Classroom? #bit14 #ecoo14  #ocsb"
"565","Teacher efficacy in 1:1 tablet integration #posterdemo #siteconf pic.twitter.com/fsSUb2kFRw","Teacher efficacy in 1:1 tablet integration #posterdemo"
"566","Preservice teachers perceptions of using iPads with students... #posterdemo #siteconf pic.twitter.com/s0mPBzTfbh","Preservice teachers perceptions of using iPads with students... #posterdemo"
"567","SITE 2014 每 Equitable Evaluation Of Teacher Preparation To Develop Culturally Sensitive Adaptive Expertise＃ http://wp.me/pba4d-9o8<U+00A0> #siteconf","SITE 2014 每 Equitable Evaluation Of Teacher Preparation To Develop Culturally Sensitive Adaptive Expertise＃"
"568","SITE 2014 每 Panel On Research In The K-12 Online Learning Environments http://wp.me/pba4d-9o6<U+00A0> #siteconf","SITE 2014 每 Panel On Research In The K-12 Online Learning Environments"
"569","Join my @SITEconf presentation on research-based #eddata reporting practices #site2014 #siteconf http://academicexperts.org/conf/site/2014/papers/41235/?c=1318<U+00A0>＃","Join my @SITEconf presentation on research-based #eddata reporting practices #site2014"
"570","Welcome Reception at the 2014 SITE Conference! #siteconf pic.twitter.com/SI40apTZkU","Welcome Reception at the 2014 SITE Conference!"
"571","SITE 2014 每 Improving Online Student Success through Comics http://wp.me/pba4d-9pp<U+00A0> #siteconf","SITE 2014 每 Improving Online Student Success through Comics"
"572","Great App: School Font. Check it out. https://itunes.apple.com/us/app/school-font/id501307368?mt=8<U+00A0>＃ #siteconf","Great App: School Font. Check it out."
"573","RT @Ronbrogers: @JanetteMHughes Thanks for sharing the site: http://writeordie.com/<U+00A0>. #siteconf§ #ocsb","RT @Ronbrogers: @JanetteMHughes Thanks for sharing the site:"
"574","Don Norman＊s Design Principles. Check them out. http://www.slideshare.net/gelvan/design-principles<U+00A0>＃ #siteconf","Don Norman＊s Design Principles. Check them out."
"575","An great e-Poster for our 4/15 online roundtable from @PhilaEdFund #siteconf Register-http://bit.ly/1gHzwhQ<U+00A0> pic.twitter.com/yqQVIt9FDx","An great e-Poster for our 4/15 online roundtable from @PhilaEdFund  Register-"
"576","One of the new e-Poster submissions from U-FUTuRES teachers! Very cool. #STEMchat #STEM #siteconf pic.twitter.com/awuN8LbNYJ","One of the new e-Poster submissions from U-FUTuRES teachers! Very cool. #STEMchat #STEM"
"577","Journal editor's panel #siteconf 2014 : numerous opportunities to publish about technology and teacher education http://site.aace.org/publications.html<U+00A0>＃","Journal editor's panel  2014 : numerous opportunities to publish about technology and teacher education"
"578","@JanetteMHughes Thanks for sharing the site: http://writeordie.com/<U+00A0>. This may help me get my dissertation done! #siteconf","@JanetteMHughes Thanks for sharing the site:"
"579","Correa: http://Whois.net<U+00A0> tells the student who manages the website so they understand the perspective of the info #idedchat #siteconf","Correa: <U+00A0> tells the student who manages the website so they understand the perspective of the info #idedchat"
"580","Example of Mixed Reality tool TLE TeachLive through University of Central Florida: http://sreal.ucf.edu/teachlive/<U+00A0> #siteconf","Example of Mixed Reality tool TLE TeachLive through University of Central Florida:"
"581","#siteconf BS Detector (Critical Reader) and Pedagogical Expert: The Professor/Teacher of the Future? http://passionatepedagogy.wordpress.com/2014/03/19/bs-detector-critical-reader-and-pedagogical-expert-the-professorteacher-of-the-future/<U+00A0>＃","BS Detector (Critical Reader) and Pedagogical Expert: The Professor/Teacher of the Future?"
"582","Notability on iTunes. Check it out!! https://itunes.apple.com/us/app/notability/id360593530?mt=8<U+00A0>＃ #siteconf","Notability on iTunes. Check it out!!"
"583","Come to my roundtable about fostering #DigitalEmpathy with #AtRiskYouth via #MediaLiteracy #siteconf River Terrace 3 pic.twitter.com/LphPsK29u3","Come to my roundtable about fostering #DigitalEmpathy with #AtRiskYouth via #MediaLiteracy  River Terrace 3"
"584","How is using digital textbooks seen as tech integration? This is simple substitution on the SAMR model. https://sites.google.com/a/msad60.org/technology-is-learning/samr-model<U+00A0>＃ #siteconf","How is using digital textbooks seen as tech integration? This is simple substitution on the SAMR model."
"585","If you are at #siteconf - be careful what you order from room service... pic.twitter.com/McE6re3wZM","If you are at  - be careful what you order from room service..."
"586","Presented our online mentoring @siteconf #siteconf  Learn more- http://stemtips.education.ufl.edu<U+00A0>  or view the pic attached. pic.twitter.com/q7Ztt31WiS","Presented our online mentoring @siteconf   Learn more- <U+00A0>  or view the pic attached."
"587","utah state using second life spaces to help special ed teachers learn how to collaborate and discuss IEP's #siteconf pic.twitter.com/XS2Wn0pFMM","utah state using second life spaces to help special ed teachers learn how to collaborate and discuss IEP's"
"588","http://Tinyurl.com/site2014<U+00A0>. For those of you who wanted to attend, but chose another. Resources!!!! #siteconf Video integration.",""
"589","#siteconf WordPress Student Blogs
Aligned with Common Core Writing Standards, 3 p.m. Terrace 3
 http://academicexperts.org/conf/site/2014/papers/40915/<U+00A0>＃ via @@siteconf","WordPress Student Blogs
Aligned with Common Core Writing Standards, 3 p.m. Terrace 3"
"590","This is what Algebra Nation looks like now! AMAZING! #siteconf pic.twitter.com/sso70iFr4B","This is what Algebra Nation looks like now! AMAZING!"
"591","More gr8 thinking  @danahanne intro 2 Raphael DiLuzio & my fav @SirKenRobinson #siteconf -well regulated distraction. pic.twitter.com/1uPvela3qI","More gr8 thinking  @danahanne intro 2 Raphael DiLuzio & my fav @SirKenRobinson  -well regulated distraction."
"592","Here is Algebra Nation website: http://www.algebranation.com<U+00A0> #idedchat #siteconf","Here is Algebra Nation website: <U+00A0> #idedchat"
"593","Algebra Nation with Donald Pemberton http://ow.ly/i/4X7x0<U+00A0> #siteconf","Algebra Nation with Donald Pemberton"
"594","Notion of 'deep play' imp in creativity-wonderful projects-embodied thinking @MStateU #101582HSIE @georgiac #siteconf http://deep-play.com/<U+00A0>","Notion of 'deep play' imp in creativity-wonderful projects-embodied thinking @MStateU #101582HSIE @georgiac"
"595","SITE 2014 每 Online Foreign Language Teaching: Principles and Implications for Instructional Design http://wp.me/pba4d-9o2<U+00A0> #siteconf","SITE 2014 每 Online Foreign Language Teaching: Principles and Implications for Instructional Design"
"596","※@mehtarohit87: Volunteers' view from the registration desk at #siteconf 2014 @aace pic.twitter.com/9fLIdfyofD§ Awesome! That's me in the back!","※@mehtarohit87: Volunteers' view from the registration desk at  2014 @aace"
"597","Bad session.. but peeked at another's iPad & learned a new app https://itunes.apple.com/us/app/discovr-apps-discover-new/id440101665?mt=8<U+00A0>＃ @DiscovrApps which mindmaps related apps #siteconf","Bad session.. but peeked at another's iPad & learned a new app"
"598","SITE 2014 每 Transition To Common Core Standards Through Blended Learning http://wp.me/pba4d-9o1<U+00A0> #siteconf","SITE 2014 每 Transition To Common Core Standards Through Blended Learning"
"599","Technology Integration Matrix http://fcit.usf.edu/matrix/<U+00A0> #siteconf","Technology Integration Matrix"
"600","Twyla Tharp this so appeals to my dance background - adding ART to STEM - loved it TY Shauuna Smith #siteconf http://www.twylatharp.org/<U+00A0>","Twyla Tharp this so appeals to my dance background - adding ART to STEM - loved it TY Shauuna Smith"
"601","MT @pmcash: Which 1-to-1 Device Is Best in the Classroom? #bit14 #ecoo14 #siteconf #ocsb http://zite.to/1gznosO<U+00A0>","MT @pmcash: Which 1-to-1 Device Is Best in the Classroom? #bit14 #ecoo14  #ocsb"
"602","Rhonda Christensen ""Relationships Between Teacher Personality Type and Technology Integration Indicators"" http://academicexperts.org/conf/site/2014/papers/40868/<U+00A0>＃ #siteconf","Rhonda Christensen ""Relationships Between Teacher Personality Type and Technology Integration Indicators"""
"603","RT @mehtarohit87: @punyamishra presenting at #siteconf #msuepet @MSU_EPET #creativity #failure pic.twitter.com/svMXU6MZc9","RT @mehtarohit87: @punyamishra presenting at  #msuepet @MSU_EPET #creativity #failure"
"604","Congrats! RT @spgreenhalgh: @MSU_EPET Social Media Council was recognized today for a best paper at #siteconf ! pic.twitter.com/GqrPNRrHZZ","Congrats! RT @spgreenhalgh: @MSU_EPET Social Media Council was recognized today for a best paper at  !"
"605",".@MSU_EPET Social Media Council was recognized today for a best paper at #siteconf ! pic.twitter.com/fPtGZXDEpW",".@MSU_EPET Social Media Council was recognized today for a best paper at  !"
"606","If you have been following along, I have answered all the questions. #siteconf pic.twitter.com/uUsOeU97d1","If you have been following along, I have answered all the questions."
"607","@phdslyk: Help turn around the next generation. http://youtu.be/42E2fAWM6rA<U+00A0>  #siteconf #sd36learn We shape beliefs about making a difference.","@phdslyk: Help turn around the next generation."
"608","Can AE be the place to keep #siteconf connected between conferences? Continue the discussion here: http://academicexperts.org/conf/site/2014/discussions/discussion/5719/<U+00A0>＃","Can AE be the place to keep  connected between conferences? Continue the discussion here:"
"609","#microsofttei is inspired by @phdslyk keynote at #siteconf pic.twitter.com/AuYTPqOrMx","#microsofttei is inspired by @phdslyk keynote at"
"610","Help turn around the next generation. http://youtu.be/42E2fAWM6rA<U+00A0> #siteconf","Help turn around the next generation."
"611","Imagine if more classrooms allow Tweets during lectures...ss could interact with the new info...thanks for modeling this #siteconf #idedchat","Imagine if more classrooms allow Tweets during  could interact with the new ks for modeling this  #idedchat"
"612","※@nopotech: #siteconf This place is 2 blocks from the Hyatt. Epic lasagna! pic.twitter.com/1HqcdDtLrf§ @dsurry @FredWBaker Fly Misng Mn Frmation","※@nopotech:  This place is 2 blocks from the Hyatt. Epic lasagna!"
"613","@phdslyk An earlier hand held threat to education. A mid-1970＊s era calculator. #siteconf pic.twitter.com/iKOBVQ8mYX Was it banned? expensive?","@phdslyk An earlier hand held threat to education. A mid-1970＊s era calculator."
"614","Addiction to Information! RT @phdslyk: Commuters on a train circa 1955. From http://paleofuture.gizmodo.com/commuters-reading-their-newspapers-on-a-train-in-philad-1472729259<U+00A0>＃ #siteconf pic.twitter.com/tDEbXGk4Em","Addiction to Information! RT @phdslyk: Commuters on a train circa 1955. From"
"615","Learned a new tool yesterday at #siteconf http://www.todaysmeet.com<U+00A0>.  Will use to do Hootcourse like interaction (without requiring twitter)","Learned a new tool yesterday at  <U+00A0>.  Will use to do Hootcourse like interaction (without requiring twitter)"
"616","#siteconf Career Interests of Students in a STEAM Camp http://academicexperts.org/conf/site/2014/papers/41112/<U+00A0>＃ via @@siteconf","Career Interests of Students in a STEAM Camp"
"617","Gorgeous view from #JAX Hyatt last night at  #siteconf (photo F3.5, 2 sec exposure) @ Hyatt Regency＃ http://instagram.com/p/luUmyJmIhH/<U+00A0>","Gorgeous view from #JAX Hyatt last night at   (photo F3.5, 2 sec exposure) @ Hyatt Regency＃"
"618","Hear & see some #highpossibilityclassrooms in Australian schools today #siteconf in R/Terr 3 @3pm @siteconf #tpack https://uws.academia.edu/janehunter<U+00A0>","Hear & see some #highpossibilityclassrooms in Australian schools today  in R/Terr 3 @3pm @siteconf #tpack"
